  2.0000000e+000  3.5765799e+000  4.9574933e+000
  4.0000000e+000  4.4639791e+000 -1.0916494e+000
  6.0000000e+000  2.0342081e+000 -8.8305744e-001
  8.0000000e+000  1.3769665e+000 -1.5105222e+000
  1.0000000e+001 -2.2405900e-001 -4.4798190e-001
  1.2000000e+001 -7.4675368e-001 -3.9107821e-002
  1.4000000e+001 -9.2287665e-001 -1.0754622e-001
  1.6000000e+001 -1.9648167e+000  8.6048577e-001
  1.8000000e+001 -2.0023400e+000  1.8071541e+000
  2.0000000e+001 -2.7581095e+000  2.6058329e+000
  2.2000000e+001 -2.7773283e+000  3.4348323e+000
  2.4000000e+001 -3.1437511e+000  4.5943406e+000
  2.6000000e+001 -3.4731165e+000  6.1280617e+000
  2.8000000e+001 -3.6693531e+000  7.9728925e+000
  3.0000000e+001 -3.7600064e+000  1.0924417e+001
  3.2000000e+001 -3.4378131e+000  1.5393997e+001
  3.4000000e+001 -8.3193747e-001  2.2909034e+001
  3.6000000e+001  1.2411821e+001  3.5312237e+001
  3.8000000e+001  4.7064178e+001  1.9188145e+001
  4.0000000e+001  3.2141807e+001 -1.2904436e+001
  4.2000000e+001  1.6859087e+001 -1.4019215e+001
  4.4000000e+001  1.0284864e+001 -1.1479955e+001
  4.6000000e+001  7.0077939e+000 -9.3310084e+000
  4.8000000e+001  5.0642690e+000 -7.6429863e+000
  5.0000000e+001  3.7656043e+000 -6.2196432e+000
  5.2000000e+001  3.0512342e+000 -5.3260967e+000
  5.4000000e+001  2.4770356e+000 -4.4920047e+000
  5.6000000e+001  2.0263050e+000 -3.7771348e+000
  5.8000000e+001  1.6600221e+000 -3.1239786e+000
  6.0000000e+001  1.5070694e+000 -2.5673950e+000
  6.2000000e+001  1.1623775e+000 -2.0833503e+000
  6.4000000e+001  9.8654293e-001 -1.6014054e+000
  6.6000000e+001  8.3208164e-001 -1.1919578e+000
  6.8000000e+001  7.1246799e-001 -7.7541519e-001
  7.0000000e+001  5.8297393e-001 -3.7252392e-001
  7.2000000e+001  4.9473949e-001  1.5131398e-002
  7.4000000e+001  4.2155212e-001  3.9636199e-001
  7.6000000e+001  3.5216468e-001  7.7912910e-001
  7.8000000e+001  2.8449549e-001  1.1750892e+000
  8.0000000e+001  2.4403847e-001  1.5652944e+000
  8.2000000e+001  2.0509205e-001  2.0048841e+000
  8.4000000e+001  1.7157653e-001  2.4439832e+000
  8.6000000e+001  1.4675805e-001  2.9194449e+000
  8.8000000e+001  1.5335301e-001  3.4402721e+000
  9.0000000e+001  1.6458014e-001  4.0384015e+000
  9.2000000e+001  2.0155505e-001  4.6859427e+000
  9.4000000e+001  2.7072161e-001  5.4436069e+000
  9.6000000e+001  4.0057027e-001  6.3442281e+000
  9.8000000e+001  6.1353107e-001  7.4679164e+000
  1.0000000e+002  6.3190180e-001  8.8374899e+000
  1.0200000e+002  1.6508833e+000  1.0709744e+001
  1.0400000e+002  2.9300872e+000  1.3239032e+001
  1.0600000e+002  5.7245540e+000  1.6782037e+001
  1.0800000e+002  1.2506695e+001  2.1192045e+001
  1.1000000e+002  2.8386726e+001  2.0021180e+001
  1.1200000e+002  3.6992316e+001 -2.9828807e+000
  1.1400000e+002  2.1741825e+001 -1.5340885e+001
  1.1600000e+002  1.1593314e+001 -1.3910787e+001
  1.1800000e+002  6.9588867e+000 -1.0985488e+001
  1.2000000e+002  4.6564294e+000 -8.6123124e+000
  1.2200000e+002  3.3354343e+000 -6.7630666e+000
  1.2400000e+002  2.5386402e+000 -5.3351128e+000
  1.2600000e+002  2.0216472e+000 -4.1943409e+000
  1.2800000e+002  1.6661037e+000 -3.2376827e+000
  1.3000000e+002  1.4016303e+000 -2.4093012e+000
  1.3200000e+002  1.2157194e+000 -1.6766536e+000
  1.3400000e+002  1.0716260e+000 -1.0072942e+000
  1.3600000e+002  9.6768702e-001 -3.8771820e-001
  1.3800000e+002  8.9267443e-001  2.0955025e-001
  1.4000000e+002  8.4522482e-001  8.0530322e-001
  1.4200000e+002  8.2455199e-001  1.4052475e+000
  1.4400000e+002  8.3900136e-001  2.0081946e+000
  1.4600000e+002  8.7080379e-001  2.6301611e+000
  1.4800000e+002  9.2552085e-001  3.3028660e+000
  1.5000000e+002  1.2788317e+000  3.9324490e+000
  1.5200000e+002  1.1899115e+000  4.9049704e+000
  1.5400000e+002  1.4370248e+000  5.8893001e+000
  1.5600000e+002  1.8311631e+000  7.0555624e+000
  1.5800000e+002  2.4664775e+000  8.4718588e+000
  1.6000000e+002  3.5224910e+000  1.0263647e+001
  1.6200000e+002  5.4124109e+000  1.2527156e+001
  1.6400000e+002  9.0769024e+000  1.5206701e+001
  1.6600000e+002  1.6396757e+001  1.6966693e+001
  1.6800000e+002  2.7848267e+001  1.1676603e+001
  1.7000000e+002  3.0369675e+001 -4.5711250e+000
  1.7200000e+002  2.0155278e+001 -1.3340209e+001
  1.7400000e+002  1.1956815e+001 -1.3229023e+001
  1.7600000e+002  7.5661704e+000 -1.1113518e+001
  1.7800000e+002  5.2330261e+000 -9.0921767e+000
  1.8000000e+002  3.8018285e+000 -7.4675119e+000
  1.8200000e+002  2.9126831e+000 -6.1111418e+000
  1.8400000e+002  2.3227976e+000 -4.9626499e+000
  1.8600000e+002  1.9177913e+000 -3.9818636e+000
  1.8800000e+002  1.6330665e+000 -3.1363051e+000
  1.9000000e+002  1.4237851e+000 -2.3787501e+000
  1.9200000e+002  1.2728930e+000 -1.6871187e+000
  1.9400000e+002  1.1653550e+000 -1.0396419e+000
  1.9600000e+002  1.0947007e+000 -4.1934146e-001
  1.9800000e+002  1.0366468e+000  1.7461494e-001
  2.0000000e+002  1.0196704e+000  3.3535825e-001
  2.0200000e+002  1.0274319e+000  1.3851805e+000
  2.0400000e+002  1.0555541e+000  2.0248569e+000
  2.0600000e+002  1.1257275e+000  2.6931544e+000
  2.0800000e+002  1.2394245e+000  3.4259032e+000
  2.1000000e+002  1.4061187e+000  4.2306601e+000
  2.1200000e+002  1.6618498e+000  5.1421711e+000
  2.1400000e+002  2.0491952e+000  6.1938170e+000
  2.1600000e+002  2.6510182e+000  7.4394736e+000
  2.1800000e+002  3.5912171e+000  8.9021435e+000
  2.2000000e+002  5.0859386e+000  1.0657866e+001
  2.2200000e+002  7.6848491e+000  1.2711429e+001
  2.2400000e+002  1.2413331e+001  1.4440187e+001
  2.2600000e+002  2.0169383e+001  1.3444712e+001
  2.2800000e+002  2.7764558e+001  5.0291149e+000
  2.3000000e+002  2.5553696e+001 -7.3753937e+000
  2.3200000e+002  1.7253044e+001 -1.2392708e+001
